Hotel_Name,Date,Title,Review,Rating,Ori_Rating,Cleaned_Review,Dominant_topic,Perc_Contrib,Topic_Keywords,TextBlob_Polarity,Pol_Rating,Topic,Review_Len,Year
ibis budget Singapore Imperial,Aug-15,"Staffs, especially the receptionists were very kind and friendly. I stayed four nights and the receptionists were very","We stayed four nights at the Fragrance Imperial, Singapore and from the first night until the last day we left I cannot forget their kindness and helpful efforts for me. On the third day, I accidently left my wallet behind in the taxi on my way back to the hotel from work. Realizing that I don't have my wallet, I visited a nearest hotel(not Fragrance) just to quickly ask the staff to contact the taxi driver thru the taxi company and the police as well to report the matter but the hotel staff and police said that I have to wait until next morning to be able to talk to the company and finally get to the taxi driver. When I got back to Fragrance Imperial, where I stayed, I asked again the receptionist, Natalia if she could call to the taxi company and get to the driver and finally",4,Positive,four night imperial first night last day leave forget kindness helpful effort third day accidently leave wallet behind taxi way back work realize wallet visit near quickly ask staff contact taxi driver thru taxi company police well report matter staff police say wait next morning able talk company finally get taxi driver get back imperial stayed ask receptionist natalia could call taxi company get driver finally,1,0.4699,"staff, u, service, front, desk, friendly, good, help, thank, time",0.052564102564102565,Neutral,Service,150,2015
ibis budget Singapore Imperial,Aug-15,"Nice and Clean Hotel, Near to Lavender MRT",Hotel is nice and clean.. Staff is very supportive and helpful. It is located near to Lavender MRT and hence gets connectivity travelling to entire Singapore. It is also around 1 Km to mustaffa center which is open round the clock.,4,Positive,nice clean staff supportive helpful locate near lavender mrt hence get connectivity travel entire around km mustaffa center open round clock,0,0.7942,"clean, good, small, walk, staff, location, mrt, night, station, place",0.17708333333333334,Positive,Location,41,2015
ibis budget Singapore Imperial,Jul-15,accessible location and very friendly environment,"the hotel very accessible to the city, just take the train and you can go everywhere you want, its so close to lavender mrt. the staff are very approachable and friendly, they make our stay very convinient, pleasant people! maraming salamat!",4,Positive,accessible city take train go everywhere want close lavender mrt staff approachable friendly make convinient pleasant people maraming salamat,0,0.6544,"clean, good, small, walk, staff, location, mrt, night, station, place",0.4525,Positive,Location,41,2015
ibis budget Singapore Imperial,Jul-15,Very convenient! 👍🏼👍🏼👍🏼,"I would recommend this hotel because it's convenient for solo traveller since it's located very near to Lavender Mrt station, the hotel staff are approachable, very kind and helpful. I arrived at 7:30am at Changi airport from DXB, around 8 or 9-ish I was able to find the hotel. 👍🏼 i feel horrible because I was sweating very bad because of the weather and I was carrying a heavy medium-size luggage, anyways, CK - the cute guy at the front desk 🙈 is very generous to let me check-in very early (whilst the check-in policy is from 15:00). Thank you CK! ☺️ The breakfast time starts from 7-11am. The room is clean and spacious for a solo traveler. There is a mini fridge, television and hairdryer. Everyday they will provide you a complimentary coffee, tea and 2 bottles of water and",5,Positive,recommend convenient solo traveller since locate near lavender mrt station staff approachable kind helpful arrive changi airport dxb around able find feel horrible sweat bad weather carry heavy luggage anyways ck cute guy front desk generous let early whilst policy thank ck breakfast time start clean spacious solo traveler mini fridge television hairdryer everyday provide complimentary coffee tea bottle water,0,0.5782,"clean, good, small, walk, staff, location, mrt, night, station, place",0.052430555555555584,Neutral,Location,141,2015
ibis budget Singapore Imperial,Jul-15,"staff very patience, good and happy","singapore is nice place, but all very expensive, we enjoy the trips and the foods, people here is friendly, but some cannot speak english, some can only speak chinese, good we have chinese friend, we stay hotel fragrance imperial, it small hotel, but they clean everyday, the staff so nice to us, our english no good but try to help us in directions information, we very happy, they very patience us, thank you very much, we want to come back next year, see you again happy good people this hotel!",4,Positive,nice place expensive enjoy trip food people friendly speak english speak chinese good chinese friend imperial small clean everyday staff nice u english good try help u directions information happy patience u thank much want come back next year see happy good people,1,0.708,"staff, u, service, front, desk, friendly, good, help, thank, time",0.21484848484848484,Positive,Service,90,2015
ibis budget Singapore Imperial,Jul-15,"nice service, clean hotel, good location","stay in this hotel 2 weeks ago, it was a nice hotel but the room is quite small, location is good very near to the train station, and walking distance to mustaffa center which is 24 hours open, breakfast is not bad, staff are very friendly specially lee, thank you for a very good stay, i will be back in the future, and i will recommend this hotel to my friends...",5,Positive,week ago nice quite small location good near train station walk distance mustaffa center hour open breakfast bad staff friendly specially lee thank good back future recommend friend,0,0.6788,"clean, good, small, walk, staff, location, mrt, night, station, place",0.2653869047619047,Positive,Location,71,2015
ibis budget Singapore Imperial,Jul-15,customer service is good but hotel needs so much improvement,"the hotel is quite ok, location is one of their plus because its very near to the train, the staff is another attraction because they are very customer service oriented, specially the staff named ck, charming and always ready to assist us everytime we need some assistance, but the rest of the staff is also good. the hotel is very small, the rooms have no windows and have a kind of smell whenever we will just go in inside the room, they have provided us with a machine to suck the smell, but the next day the smell will be back which is not good. the toilet is really small. breakfast is ok but dont have varieties. wifi is not free, they should make it complimentary coz every hotel is already free and the worst part is the hotel have no big signage everytime we take taxi they cant",4,Positive,quite ok location one plus near train staff another attraction customer service orient specially staff name ck charm always ready assist u everytime need assistance rest staff good small window kind smell whenever go inside provide u machine suck smell next day smell back good toilet really small breakfast ok variety wifi free make complimentary coz every already free bad part big signage everytime take taxi cannot,0,0.5134,"clean, good, small, walk, staff, location, mrt, night, station, place",0.12144047619047618,Neutral,Location,149,2015
ibis budget Singapore Imperial,Jul-15,singapore experience,"it was our first time in singapore, and it was a nice experience, we explore all the tourist attraction like merlion park, sentosa, marina bay sands, universal studio, singapore flyer, chinatown and the trademark of singapore merlion park. we stayed in frgarance hotel imperial, and we have a very good stay, good service, and clean hotel.",5,Positive,first time nice experience explore tourist attraction like merlion park sentosa marina bay sand universal studio flyer chinatown trademark merlion park frgarance imperial good good service clean,0,0.6921,"clean, good, small, walk, staff, location, mrt, night, station, place",0.4711111111111111,Positive,Location,56,2015
ibis budget Singapore Imperial,Jul-15,"accessible location, friendly receptionist","hotel have a very good location, quiet and not crowded place lavender mrt is 5 minutes walk same with the nearest bus stop have a lot food shops, nearby supermarket, money changer, 7-11 receptionist are friendly and helpful specially the singaporean guy name ck and lee the housekeeping clean and prepare the room nicely quite near to the city area but the room size are quite small, and dont much space for luggages toilet are small too, and have the tendency to overflow no shampoo, conditioner, lotion for complimentaries no face towels and hand towels wifi is chargeable room design and lobby are so outdated for a 3 star category hotel swimming pool area have no chairs and tables to place our bags and towels the room have no air freshner and aircon are not so cold its a simple,",4,Positive,good location quiet crowded place lavender mrt minute walk near bus stop lot food shop nearby supermarket money changer receptionist friendly helpful specially singaporean guy name ck lee housekeep clean prepare nicely quite near city area size quite small much space luggages toilet small tendency overflow shampoo conditioner lotion complimentaries face towel hand towel wifi chargeable design lobby outdated star category swim pool area chair table place bags towel air freshner aircon cold simple,0,0.9125,"clean, good, small, walk, staff, location, mrt, night, station, place",0.09169841269841275,Neutral,Location,140,2015
ibis budget Singapore Imperial,Jul-15,good choice,"we have a very tiring flight and we reach the hotel very early, since we arrived at about 9am we knew that we have to wait for few hours because the check in time is at 3pm. we just waited at the lobby and rest from the seats there, but at about 11 one staff approach us that he will give us a early check-in, we were so happy and thankful coz all of us dont have enough rest yet. the hotel was small, but i was very lucky coz I was given a free upgrade to de luxe room coz the room that were supposed to be given to me have an aircon problem according to the staff. the breakfast was nice same with the staff, and the room was regularly clean, they have free coffee, tea and mineral water inside the room. they have a very cute swimming pool at the 4th floor, location is near to the",5,Positive,tire flight reach early since arrive know wait hour check time waited lobby rest seat one staff approach u give u early happy thankful coz u enough rest yet small lucky coz give free upgrade de luxe coz suppose give aircon problem accord staff breakfast nice staff regularly clean free coffee tea mineral water inside cute swim pool floor location near,1,0.3699,"staff, u, service, front, desk, friendly, good, help, thank, time",0.24866666666666667,Positive,Service,160,2015
ibis budget Singapore Imperial,Jul-15,"service, accessible, clean, smile","the hotel is accessible, near to the train station, receptionist are friendly, good customer service, the room provided were clean, it was a good stay, a very welcoming group of staff, service with a smile!",4,Positive,accessible near train station receptionist friendly good customer service provide clean good welcome group staff service smile,0,0.497,"clean, good, small, walk, staff, location, mrt, night, station, place",0.3989583333333333,Positive,Location,35,2015
ibis budget Singapore Imperial,Jul-15,Not bad.,"My family booked this hotel for 12 days, so far is good. It provided free breakfast. The room are clean and tidy. Location is excellent, close to mrt, just 3 mins walk to Lavender mrt. If you are above 50, u may get the discount in this year. The staffs are all very nice and friendly. It doesn't have laundry service, so if u wana book this hotel, u need to gather a few days clothes then go to some laundry store which is nearby. Everything is good, but the toilet will smell a little bit smelly after one to two days. It has free wifi but kind of slow, if u wana watch video or surf fb... it will load forever.",3,Neutral,family book day far good provide free breakfast clean tidy location excellent close mrt min walk lavender mrt may get discount year staff nice friendly laundry service wana book need gather day clothes go laundry store nearby everything good toilet smell little bit smelly one two day free wifi kind slow wana watch video surf fb load forever,0,0.994,"clean, good, small, walk, staff, location, mrt, night, station, place",0.33130208333333333,Positive,Location,122,2015
ibis budget Singapore Imperial,Jun-15,Business Travel,"My stay in Singapore was extended by 1 day and did not want to extend stay in the hotel where I was already staying - because the tariff had appreciated by 50% to the original booking rate. I booked and paid for this hotel online, it was a last minute decision to put up here and got a good deal online. Had checked-in in the late evenings just for a night stay – had a flight next day early morning. During Check-in was greeted well in the reception (they had difficulty in communicating in English though). Found the hotel location to be convenient – close to East Coast Parkway direct connectivity to the Airport. The rooms were small and cramped – not recommend for 6+ feet individual. The fixtures in the Room and Bathroom were outdated, rather unpleasant. No doubt the place was",3,Neutral,extend day want extend already tariff appreciate original booking rate book pay online last minute decision put get good deal online late evening night flight next day early morning greet well reception difficulty communicate english though found location convenient close east coast parkway direct connectivity airport small cramp recommend foot individual fixture bathroom outdated rather unpleasant doubt place,3,0.5427,"bed, shower, get, small, night, book, one, bathroom, u, toilet",-0.009615384615384616,Neutral,Room Amenities,143,2015
ibis budget Singapore Imperial,Jun-15,Lee and the front office team,"I have been to diffrent countries, and im always glad whenever I will meet fellow filipinos coz I know that I will always experience the filipino hospitality, I have been to singapore few times, and it was my first time to check-in at fragrance hotel, I just walk-in at imperial fragrance and tried my luck, coz i was suppose to stay in my friends flat but unfortunately it didnt push through, I happen to meet one of the front desk name Lee when I walk-in and true enough he was really accomodating, friendly, and very helpful from what I read from the reviews, I was happy coz he assisted me and help me to booked a lower rates coz i was staying for 4 nights, and he managed to give a very reasonable rates. During my whole stay even the other staff were really friendly and fun to talk",5,Positive,diffrent country always glad whenever meet fellow filipino coz know always experience filipino hospitality time first time imperial try luck coz suppose friend flat unfortunately push happen meet one front desk name lee true enough really accomodating friendly helpful read review happy coz assist help book low rate coz night manage give reasonable rate whole even staff really friendly fun talk,1,0.6734,"staff, u, service, front, desk, friendly, good, help, thank, time",0.185,Positive,Service,149,2015
ibis budget Singapore Imperial,Jun-15,nice to stay here,"when we came at the hotel we were very tired and exhausted, we were informed that the check-in will be at 3:00 pm, so we just sit at the lobby and waited, but at 12:00 we were approached by the reception and was inform that we can check-in already, they give us a free early check-in and we were very delighted by this gesture. the 2 nights stay was good, we did not have problem during the stay, all the staff are friendly, we will definitely come back to this imperial hotel!",5,Positive,come tire exhaust informed pm sit lobby wait approached reception inform already give u free early delighted gesture night good problem staff friendly definitely come back imperial,3,0.6745,"bed, shower, get, small, night, book, one, bathroom, u, toilet",0.17388888888888887,Positive,Room Amenities,92,2015
ibis budget Singapore Imperial,Jun-15,Worth for a short stay,"Hotel was well equipped and spacious. Unlike the other boutique hotels that are small, and has no space to walk around. Location was a 7minute walk from Lavender MRT. Antoinette cafe is just next to the hotel!",3,Neutral,well equipped spacious unlike boutique small space walk around location walk lavender mrt antoinette cafe next,0,0.9206,"clean, good, small, walk, staff, location, mrt, night, station, place",-0.125,Negative,Location,37,2015
ibis budget Singapore Imperial,Jun-15,nice location,"location is good for traveller, close to the mrt and bus stop, staff are friendly, but the hotel is outdated, simple, rooms are very small and plain, same with the lobby, with swimming pool at the 4th floor, but very narrow, but the hotel is ok.",4,Positive,location good traveller close mrt bus stop staff friendly outdated simple small plain lobby swimming pool floor narrow ok,0,0.9825,"clean, good, small, walk, staff, location, mrt, night, station, place",0.041746031746031725,Neutral,Location,46,2015
ibis budget Singapore Imperial,Jun-15,"very near to the mrt, friendly helpful and cheerful receptionist","singapore is a nice place to travel, but its a very expensive country, from food, accommodation, shopping. our expenses here was double compared to our trip to bali and bangkok, but singapore is far better from those places, clean, traffic free and safe. our hotel accommodation were good, the staff of the hotel were all very nice, help us from direction on how to go to different places, everyone was always smiling and greeting, including the cleaners, the hotel is very near to the mrt, which makes it easy for us to go the airport, the lavender mrt is just about 30 minutes going to the airport and its easy coz you only need to transfer to another train at tanah merah mrt, very convinient indeed, i will come back to this hotel, hope to see same faces again!",5,Positive,nice place travel expensive country food accommodation shopping expense double compare trip bali bangkok far good place clean traffic free safe accommodation good staff nice help u direction go different place everyone always smile greet include cleaner near mrt make easy u go airport lavender mrt minute go airport easy coz need transfer another train tanah merah mrt convinient indeed come back hope see face,0,0.7049,"clean, good, small, walk, staff, location, mrt, night, station, place",0.24962962962962967,Positive,Location,139,2015
ibis budget Singapore Imperial,Jun-15,great trip!,"we have a good holiday in singapore, a nice place to shop, travel and relax! thank you to this hotel for our accommodation, we did have a great stay, small hotel but good staffs! location is very near to mrt! leslie, ck, helena, lee were all very nice, thank you and see you again!",5,Positive,good holiday nice place shop travel relax thank accommodation great small good staff location near mrt leslie ck helena lee nice thank see,1,0.5076,"staff, u, service, front, desk, friendly, good, help, thank, time",0.5732142857142858,Positive,Service,54,2015
ibis budget Singapore Imperial,Jun-15,Very Centralized !!,"Stayed for whole month in May with my son at this Fragrance hotel. Location is super great.Easy to access to everywhere.Beginning it wasn't great to stay as the room small and no window.The room should upgrade it as the furniture and bed are abit old.Specially,4th floor cleaning room always super late.Another thing the walk-in rate is super expensive.But luckyly,Thank's to Zeen alot,he always and tried his best to help us stayed very comfortably like home till a month as he changed us to room with window and to other floor.He understood your needs,he helped you in everything and good in English and chinesr communication with guests!Thanks alot for him,2thumbs up for him!Hotel management should attention on his hard work alot!! Should get promoted thou!! Also thanks alot for CK",3,Neutral,stayed whole month may son location super access great small upgrade furniture bed abit floor cleaning always super thing rate super luckyly thank zeen alot always try best help u comfortably like home till month change u window understood need help everything good english chinesr communication guest thank alot management attention hard work alot get promote thou thank alot ck,1,0.5985,"staff, u, service, front, desk, friendly, good, help, thank, time",0.25637870592948714,Positive,Service,129,2015
ibis budget Singapore Imperial,Jun-15,happy stay,"small hotel with simple amenities, before i came to singapore i have asked my friends already about the hotels in this country and all of them give me a hint that all budget hotels are the same, all are small, but surprisingly i was satisfied with this hotel as the room were clean. the location was good coz its very close to the mrt, and there were a lot of shops for food, the check-in process was fast, and the staff were very accomodating and friendly. it was a good stay, a happy stay. Lee was awesome!",5,Positive,small simple amenity come asked friend already country give hint budget small surprisingly satisfied clean location good coz close mrt lot shop food process fast staff accomodating friendly good happy lee awesome,0,0.6063,"clean, good, small, walk, staff, location, mrt, night, station, place",0.3494444444444444,Positive,Location,97,2015
ibis budget Singapore Imperial,Jun-15,Great Service and Staff,"We stayed in this hotel for five days and four nights. The location is really accessible to a lot of places. It is a five minute walk to the lavender MRT station. There are also a restaurants and cafes nearby, also a supermarket. The staff was great, especially the Filipino ones. The front desk staff were very hospitable and attended to our needs. The staff in the diner was great as well. They were there to serve us in such a convenient way. Their food was great, too. The person who was in charge in cleaning our room was very good. He kept it very orderly and well kept. Really good hotel and hope to come back soon!",5,Positive,stayed five day four night location really accessible lot place five minute walk lavender mrt station restaurants cafe nearby supermarket staff great especially filipino one front desk staff hospitable attend needs staff diner great well serve u convenient way food great person charge cleaning good keep orderly well keep really good hope come back soon,0,0.5898,"clean, good, small, walk, staff, location, mrt, night, station, place",0.435,Positive,Location,118,2015
ibis budget Singapore Imperial,Jun-15,Value for Money,"Me and my wife stayed in this Hotel for 3 Nights and 4 Days (1st June 2015 to 4th June 2015). Purpose of this Trip was purely to explore Singapore. Its really a great surprise when you reach Hotel (Late Check-In) and to know that you have been upgraded from Superior Room to Deluxe Room with Window on 4th floor near the Swimming Pool. I completely agree with majority of TripAdvisor Members, this Hotel is definitely a good choice for those who don't want to enjoy the hotel property but explore Singapore. Its clean, great and safe location for family, couples, ladies and excellent Staff- Zenn, Lee, Helenna and a lady with initial M etc. I must mention here the Star- Zenn- He is the man who welcomes his guests with his all time smiling face!!! He is very helpful- right from",4,Positive,wife night day june june purpose trip purely explore really great surprise reach late know upgraded superior deluxe window floor near swim pool completely agree majority tripadvisor member definitely good choice want enjoy property explore clean great safe location family couple lady excellent zenn lee helenna lady initial must mention man welcome guests time smile face right,0,0.6089,"clean, good, small, walk, staff, location, mrt, night, station, place",0.4041666666666667,Positive,Location,142,2015
ibis budget Singapore Imperial,May-15,"5 minute walk to lavender mrt, good customer service","we stayed in this hotel few weeks ago, like any other hotel it has good side and bad side good side- clean room, walking distance to lavender mrt, supermarket accross the hotel, friendly and helppful staff, nearby food shops, with nearby bus stop, with swimming pool at the 4th floor bad side- tiny rooms, breakfast dont have much choices, their guest from group are very noisy, no face towels, wifi is not free, toilet is very small, room have no window",4,Positive,stayed week ago like good side bad side good clean walk distance lavender mrt supermarket accross friendly helppful staff nearby food shop nearby bus stop swimming pool floor bad tiny breakfast much choice guest group noisy face towel wifi free toilet small window,0,0.9063,"clean, good, small, walk, staff, location, mrt, night, station, place",0.01845238095238097,Neutral,Location,81,2015
ibis budget Singapore Imperial,May-15,Hospitable and Accomodating,Very good hotel service and very friendly staff. Definitely a good place to stay and enjoy Singapore. We'll surely come back recommmend to our friends. Cheers to Zeenn(Front desk) for making this experience a wonderful stay. Keep it up guys!!,5,Positive,good service friendly staff definitely good place enjoy surely come back recommmend friend cheer zeenn front desk make experience wonderful keep guy,1,0.9423,"staff, u, service, front, desk, friendly, good, help, thank, time",0.5710714285714286,Positive,Service,40,2015
ibis budget Singapore Imperial,May-15,"simple, clean, friendly","when we check-in at this hotel our first impression is small, as it is really literally small, but we were happy to know that though it may have limited space it was clean and quite organize. the staff were all very friendly and was very helpful, specially the Filipino staff that we met, like Margaret and Mr. Lee, they were a big help to us, coz we are travelling by ourselves, we have tried the bus and the mrt and thru their help everything we want to go become as easy as 1-2-3, thank u to both of you..i don't normally give review, but with their superb service , I believe I should give them a good review they deserved, maraming salamat!",5,Positive,first impression small really literally small happy know though may limited space clean quite organize staff friendly helpful specially filipino staff meet like margaret lee big help u coz travel try bus mrt thru help everything want go become easy thank normally give review superb service believe give good review deserve maraming salamat,1,0.5606,"staff, u, service, front, desk, friendly, good, help, thank, time",0.3032142857142857,Positive,Service,122,2015
ibis budget Singapore Imperial,May-15,great singapore trip!,"i travel with my friends in singapore, and its our first time. singapore was a great place to see, a lot of tourist attraction, amazing place like sentosa island, universal studio, marina bay sands, merlion park, clark quay and singapore zoo, not to forget the shopping areas like bugis, mustaffa center and orchard ion, foods were also nice, we have tried the popia, laksa, mee goreng, chicken rice and my favorite the roti roti. it is an expensive place to go, but i guess it was worth it! we stayed in imperial fragrance and i can say that we have a great experience staying there as the room are clean, but really small and simple, anyway, the service i may say was good, most of the staff are filipino, lee, margaret and natalia thank you for all the assistance!",5,Positive,travel friend first time great place see lot tourist attraction amaze place like sentosa island universal studio marina bay sand merlion park clark zoo forget shop area like bugis mustaffa center orchard ion food nice try popia laksa mee goreng chicken rice favorite roti roti expensive place go guess worth imperial say great experience clean really small simple anyway service may say good staff filipino lee margaret natalia thank assistance,0,0.5476,"clean, good, small, walk, staff, location, mrt, night, station, place",0.26041666666666663,Positive,Location,139,2015
ibis budget Singapore Imperial,May-15,Hotel accomodation,Your hotel is nice and clean. The staff are accommodating and very approachable. The location of the hotel is accessible to bugis. It's a 15 t0 20 minutes walk from the hotel. Near to topitam where you can buy cheaper food. If ever my fiends will go to Singapore I will recommend your hotel.,4,Positive,nice clean staff accommodate approachable location accessible bugis minute walk near topitam buy cheaper food ever fiends go recommend,0,0.9824,"clean, good, small, walk, staff, location, mrt, night, station, place",0.32833333333333337,Positive,Location,54,2015
ibis budget Singapore Imperial,May-15,"Small rooms, quiet location, friendly staff","We are a family of 4, with 2 small kids. My husband kept complaining he wasn't able to sleep well because we were so cramped on the bed. The floor area is also not spacious, you wont be able to walk when your luggage is open. However, the reception staff here are really friendly. The restaurant on the ground floor serves breakfast but don't expect too much. Located like a block away from where the MRT is (Lavander station i think), around 5-7mins walk. There's a 7-11 at the ground floor just outside the hotel, and also a supermarket at the next street. We stayed here December 2013, during the Holiday season",3,Neutral,family small kid husband keep complain able sleep well cramp bed floor area spacious able walk luggage open however reception staff really friendly restaurant ground floor serf breakfast expect much locate like block away mrt lavander station think around walk ground floor outside supermarket next street december holiday season,0,0.9929,"clean, good, small, walk, staff, location, mrt, night, station, place",0.165625,Positive,Location,112,2015
ibis budget Singapore Imperial,May-15,small rooms but good service,"first thing i notice is the room is very small, i have been to kuala lumpur, bangkok, manila, and jakarta, so far this hotel has the same price but surprisingly very small... but though the rooms are small, it was clean and well mantained everyday, i can consider myself as lucky coz our room have window unlike the 2 rooms of my friends which have no window, my friends did not complain anymore as we just need some place to sleep only, most of the time we are outside, and more importantly as long as it is clean we dont really bother anymore. the place is good as it is near to lavender mrt, but the best thing for me in this hotel was the service, everybody was very friendly, the housekeeping, the cafe staff and front desk people, they are always ready to serve with a smile, they",5,Positive,first thing notice small kuala lumpur bangkok manila jakarta far price surprisingly small though small clean well mantained everyday consider lucky coz window unlike friend window friend complain anymore need place sleep time outside importantly long clean really bother anymore place good near lavender mrt best thing service everybody friendly housekeep cafe staff front desk people always ready serve smile,0,0.6291,"clean, good, small, walk, staff, location, mrt, night, station, place",0.1933712121212121,Positive,Location,149,2015
ibis budget Singapore Imperial,May-15,The staff are very nice,"Excellent services,all staff are good and nice.very accessible near at landmarks.Very clean. Good news cafe very delicious, staff are good and very accomodating specially Elona, Albert and Agne.thank you",5,Positive,excellent service staff good accessible near clean good news cafe delicious staff good accomodating specially elona albert,1,0.7203,"staff, u, service, front, desk, friendly, good, help, thank, time",0.5498809523809525,Positive,Service,29,2015
ibis budget Singapore Imperial,May-15,Budget hotel with good service,I've just stayed in this hotel for 1 night. Due to too much drinks and unable to drive so I had check into this hotel. I don't expect much service from a budget hotel. But I was quite surprised this Chinese guy was so polite and smooth check in took about 5mins. The room was clean and comfortable but the aircon was not very cold. Overall the service was good and I have a pleasant stay there. Keep it up!,4,Positive,stayed night due much drink unable drive check expect much service budget quite surprised chinese guy polite smooth check take clean comfortable aircon cold overall service good pleasant keep,0,0.8964,"clean, good, small, walk, staff, location, mrt, night, station, place",0.22223865877712032,Positive,Location,80,2015
ibis budget Singapore Imperial,May-15,"awesome location, friendly staff!","stayed in fragrance imperial last month with my friends, and we were very happy as the staffs were all very attentive, helpful and friendly. we came as early as 1000 am, we were offered by oneof the staff if we want to leave our luggages in thier luggage room so we can walk around and have our lunch somewhere around the hotel, it was such a good gesture. we did left our things and walk around, surprisingly though the hotel is at the corner of the city, there were a lot of food shops in the area, were you can find a lot of local food. we returned at 1:00 at the hotel and we were already check-in. the room was quite small but it was clean. during our stay we were well attended by the staff, who was always greeting and smiling to us, thank you to fragrance imperial, we have an",5,Positive,imperial last month friend happy staff attentive helpful friendly come early offer oneof staff want leave luggage thier luggage walk around lunch somewhere around good gesture leave thing walk around surprisingly though corner city lot food shop area find lot local food return already quite small clean well attend staff always greet smile u thank imperial,0,0.6383,"clean, good, small, walk, staff, location, mrt, night, station, place",0.29263888888888895,Positive,Location,153,2015
ibis budget Singapore Imperial,May-15,"Helpful staffs, clean rooms","Staffs from Good News Cafe (Agnes, Elona, Albert, Dylan) were helpful. Since we didn't know the locations that we wanted to go, they were kindly helping us to search and recommended methods to go. In addition, the location of the hotel is convenient. The rooms are clean and tidy. However, the air conditioner and air drought were not working well in our room for our first and second day, so we changed the room afterwards and it was satisfied.",4,Positive,staff good news cafe agnes elona albert dylan helpful since know location want go kindly help u search recommend method go addition location convenient clean tidy however air conditioner air drought work well first second day change afterwards satisfy,0,0.5153,"clean, good, small, walk, staff, location, mrt, night, station, place",0.4309523809523809,Positive,Location,79,2015
ibis budget Singapore Imperial,May-15,"Adequate hotel, good location","Good value for money, in a city where hotels are expensive. Location is very good near MRT and 15 minute walk to Little India. Our room was a little tired and could have done with a lick of paint. Lots of inexpensive eating around. Good location for getting to and from the airport. MRT station is on line that goes straight to the airport, 30 minute journey.",3,Neutral,good value money city expensive location good near mrt minute walk little india little tire could lick paint lot inexpensive eat around good location get airport mrt station line go straight airport minute journey,0,0.9898,"clean, good, small, walk, staff, location, mrt, night, station, place",0.14833333333333332,Neutral,Location,67,2015
ibis budget Singapore Imperial,May-15,Small - Clean - Good Location,Stayed 3 nights in May and were satisfied with the hotel and its the location. It is a 5 minute walk to lavender Station and there is plenty of places to eat around. Give the Kopitiam near the station a go! Best thing was the roof top pool which was a joy after a day out and about in humid Singapore.,3,Neutral,night may satisfy location minute walk lavender station plenty place eat around give kopitiam near station go best thing roof top pool joy day humid,0,0.9864,"clean, good, small, walk, staff, location, mrt, night, station, place",0.585,Positive,Location,61,2015
ibis budget Singapore Imperial,May-15,"Small, but cleaned- no frills hotel","This hotel was small, clean and simple- no fuss. Ideal for those who wants to put the head's down and sleep. It suited us ideally, as it was a 5 minute walk to the Lavender MRT, close to eateries, and bus stations. Our bedrooms , though small, had cleaned sheets, daily- during our 3 day stint there. Caution- there is no safe in your room. for your. valuables.. . but hey.. one cannot expect everything for a small price",3,Neutral,small clean fuss ideal want put head sleep suit u ideally minute walk lavender mrt close eatery bus station bedrooms though small cleaned sheet day stint safe valuable hey one expect everything small price,0,0.9898,"clean, good, small, walk, staff, location, mrt, night, station, place",0.11010101010101007,Neutral,Location,79,2015
ibis budget Singapore Imperial,May-15,Good hotel with worst outsourced restaurant staffs,"Knowing that we will be spending very little time in the room we opted for a family room in Fragrance Imperial Hotel - Penhas Road. Room was a little small for 3 people but comfortable. Front desk staff were very helpful and friendly. Taxi was easily available at the front of hotel but many drivers to this hotel did not know where was Penhas road so you will need to say "" near lavender"". The package included breakfast - this is where i thought was a bad experience. The staff were mostly Philipinos unlike in Malaysia , these staff were VERY RUDE start from the first day. Everyday they rotated and the day Angelo was on duty the Philipino staff were at their worst. I heard the counter staff call an Indian family ""STUPID""ehind their back. What was evident when they saw Indian",3,Neutral,know spending little time opt family imperial penhas road little small people comfortable front desk staff helpful friendly taxi easily available front many driver know penhas road need say near lavender package include breakfast thought bad experience staff mostly philipinos unlike malaysia staff rude start first day everyday rotate day angelo duty philipino staff bad heard counter staff call indian family stupid ehind back evident saw indian,0,0.5155,"clean, good, small, walk, staff, location, mrt, night, station, place",-0.044236111111111094,Neutral,Location,143,2015
ibis budget Singapore Imperial,Apr-15,Good location,"The hotel is well located, direct with the green line from the airport, not too far from the center, close from little India. Clean but without charm. Rooms are very small. Good ratio Quality/Price for Singapore. Breakfast isn't worth.",3,Neutral,well locate direct green line airport far center close little india clean without charm small good ratio breakfast worth,0,0.9825,"clean, good, small, walk, staff, location, mrt, night, station, place",0.0837962962962963,Neutral,Location,39,2015
ibis budget Singapore Imperial,Apr-15,Good service hotel,Came here for holiday trip with my wife. Everything was smooth. The room is small but very clean and comfortable. All the staff is friendly and especially this young guy ZEENN very helpful attentive and provide excellent check in during our check in. I will recommend this hotel to my friend and come back to stay here again. Thank you guys=],5,Positive,come holiday trip wife everything smooth small clean comfortable staff friendly especially young guy zeenn helpful attentive provide excellent check check recommend friend come back thank,1,0.8508,"staff, u, service, front, desk, friendly, good, help, thank, time",0.3001388888888889,Positive,Service,61,2015
